taxon	header	partition	gc_content	valid_sites	gc_sites	n_sites_in_partition
KX434850.1_Derlob	KX434850.1_Derlob	p40_rrnl	0.21755368814192344	1071	233	1074
KX434850.1_Derlob	KX434850.1_Derlob	p41_rrns	0.22251655629139072	755	168	787
KX434851.1_Pnimed	KX434851.1_Pnimed	p1_ATP6	0.29646017699115046	226	67	226
KX434851.1_Pnimed	KX434851.1_Pnimed	p2_ATP6	0.3584070796460177	226	81	226
KX434851.1_Pnimed	KX434851.1_Pnimed	p4_ATP8	0.1320754716981132	53	7	53
KX434851.1_Pnimed	KX434851.1_Pnimed	p5_ATP8	0.2830188679245283	53	15	53
KX434851.1_Pnimed	KX434851.1_Pnimed	p7_COX1	0.431640625	512	221	512
KX434851.1_Pnimed	KX434851.1_Pnimed	p8_COX1	0.40625	512	208	512
KX434851.1_Pnimed	KX434851.1_Pnimed	p10_COX2	0.3815789473684211	228	87	228
KX434851.1_Pnimed	KX434851.1_Pnimed	p11_COX2	0.3508771929824561	228	80	228
KX434851.1_Pnimed	KX434851.1_Pnimed	p13_COX3	0.4068441064638783	263	107	263
KX434851.1_Pnimed	KX434851.1_Pnimed	p14_COX3	0.3816793893129771	262	100	262
KX434851.1_Pnimed	KX434851.1_Pnimed	p16_CYTB	0.41534391534391535	378	157	378
KX434851.1_Pnimed	KX434851.1_Pnimed	p17_CYTB	0.3544973544973545	378	134	378
KX434851.1_Pnimed	KX434851.1_Pnimed	p19_ND1	0.10231023102310231	303	31	303
KX434851.1_Pnimed	KX434851.1_Pnimed	p20_ND1	0.3234323432343234	303	98	303
KX434851.1_Pnimed	KX434851.1_Pnimed	p22_ND2	0.2099125364431487	343	72	343
KX434851.1_Pnimed	KX434851.1_Pnimed	p23_ND2	0.3294460641399417	343	113	343
KX434851.1_Pnimed	KX434851.1_Pnimed	p25_ND3	0.3135593220338983	118	37	118
KX434851.1_Pnimed	KX434851.1_Pnimed	p26_ND3	0.3305084745762712	118	39	118
KX434851.1_Pnimed	KX434851.1_Pnimed	p28_ND4L	0.10638297872340426	94	10	94
KX434851.1_Pnimed	KX434851.1_Pnimed	p29_ND4L	0.26595744680851063	94	25	94
KX434851.1_Pnimed	KX434851.1_Pnimed	p31_ND4	0.31614349775784756	446	141	446
KX434851.1_Pnimed	KX434851.1_Pnimed	p32_ND4	0.28475336322869954	446	127	446
KX434851.1_Pnimed	KX434851.1_Pnimed	p34_ND5	0.26654740608228983	559	149	559
KX434851.1_Pnimed	KX434851.1_Pnimed	p35_ND5	0.07885304659498207	558	44	558
KX434851.1_Pnimed	KX434851.1_Pnimed	p37_ND6	0.2155688622754491	167	36	167
KX434851.1_Pnimed	KX434851.1_Pnimed	p38_ND6	0.25149700598802394	167	42	167
KX434851.1_Pnimed	KX434851.1_Pnimed	p40_rrnl	0.2309124767225326	1074	248	1074
KX434851.1_Pnimed	KX434851.1_Pnimed	p41_rrns	0.24702774108322326	757	187	787
KX434855.1_Propic	KX434855.1_Propic	p1_ATP6	0.2920353982300885	226	66	226
KX434855.1_Propic	KX434855.1_Propic	p2_ATP6	0.35398230088495575	226	80	226
KX434855.1_Propic	KX434855.1_Propic	p4_ATP8	0.1320754716981132	53	7	53
KX434855.1_Propic	KX434855.1_Propic	p5_ATP8	0.2830188679245283	53	15	53
KX434855.1_Propic	KX434855.1_Propic	p7_COX1	0.419921875	512	215	512
KX434855.1_Propic	KX434855.1_Propic	p8_COX1	0.40234375	512	206	512
KX434855.1_Propic	KX434855.1_Propic	p10_COX2	0.40350877192982454	228	92	228
KX434855.1_Propic	KX434855.1_Propic	p11_COX2	0.35964912280701755	228	82	228
KX434855.1_Propic	KX434855.1_Propic	p13_COX3	0.3726235741444867	263	98	263
KX434855.1_Propic	KX434855.1_Propic	p14_COX3	0.38549618320610685	262	101	262
KX434855.1_Propic	KX434855.1_Propic	p16_CYTB	0.3835978835978836	378	145	378
KX434855.1_Propic	KX434855.1_Propic	p17_CYTB	0.35185185185185186	378	133	378
KX434855.1_Propic	KX434855.1_Propic	p19_ND1	0.056105610561056105	303	17	303
KX434855.1_Propic	KX434855.1_Propic	p20_ND1	0.3234323432343234	303	98	303
KX434855.1_Propic	KX434855.1_Propic	p22_ND2	0.21865889212827988	343	75	343
KX434855.1_Propic	KX434855.1_Propic	p23_ND2	0.3294460641399417	343	113	343
KX434855.1_Propic	KX434855.1_Propic	p25_ND3	0.2966101694915254	118	35	118
KX434855.1_Propic	KX434855.1_Propic	p26_ND3	0.3220338983050847	118	38	118
KX434855.1_Propic	KX434855.1_Propic	p28_ND4L	0.05319148936170213	94	5	94
KX434855.1_Propic	KX434855.1_Propic	p29_ND4L	0.26595744680851063	94	25	94
KX434855.1_Propic	KX434855.1_Propic	p31_ND4	0.31614349775784756	446	141	446
KX434855.1_Propic	KX434855.1_Propic	p32_ND4	0.26905829596412556	446	120	446
KX434855.1_Propic	KX434855.1_Propic	p34_ND5	0.26654740608228983	559	149	559
KX434855.1_Propic	KX434855.1_Propic	p35_ND5	0.08064516129032258	558	45	558
KX434855.1_Propic	KX434855.1_Propic	p37_ND6	0.18562874251497005	167	31	167
KX434855.1_Propic	KX434855.1_Propic	p38_ND6	0.2275449101796407	167	38	167
KX434855.1_Propic	KX434855.1_Propic	p40_rrnl	0.23951537744641194	1073	257	1074
KX434855.1_Propic	KX434855.1_Propic	p41_rrns	0.2352168199737188	761	179	787
KX434856.1_Otospe	KX434856.1_Otospe	p1_ATP6	0.2743362831858407	226	62	226
KX434856.1_Otospe	KX434856.1_Otospe	p2_ATP6	0.3495575221238938	226	79	226
KX434856.1_Otospe	KX434856.1_Otospe	p4_ATP8	0.1320754716981132	53	7	53
KX434856.1_Otospe	KX434856.1_Otospe	p5_ATP8	0.3018867924528302	53	16	53
KX434856.1_Otospe	KX434856.1_Otospe	p7_COX1	0.419921875	512	215	512
KX434856.1_Otospe	KX434856.1_Otospe	p8_COX1	0.40234375	512	206	512
KX434856.1_Otospe	KX434856.1_Otospe	p10_COX2	0.39035087719298245	228	89	228
KX434856.1_Otospe	KX434856.1_Otospe	p11_COX2	0.3333333333333333	228	76	228
KX434856.1_Otospe	KX434856.1_Otospe	p13_COX3	0.3574144486692015	263	94	263
KX434856.1_Otospe	KX434856.1_Otospe	p14_COX3	0.37786259541984735	262	99	262
KX434856.1_Otospe	KX434856.1_Otospe	p16_CYTB	0.38095238095238093	378	144	378
KX434856.1_Otospe	KX434856.1_Otospe	p17_CYTB	0.335978835978836	378	127	378
KX434856.1_Otospe	KX434856.1_Otospe	p19_ND1	0.0858085808580858	303	26	303
KX434856.1_Otospe	KX434856.1_Otospe	p20_ND1	0.3201320132013201	303	97	303
KX434856.1_Otospe	KX434856.1_Otospe	p22_ND2		0	0	343
KX434856.1_Otospe	KX434856.1_Otospe	p23_ND2		0	0	343
KX434856.1_Otospe	KX434856.1_Otospe	p25_ND3	0.2457627118644068	118	29	118
KX434856.1_Otospe	KX434856.1_Otospe	p26_ND3	0.288135593220339	118	34	118
KX434856.1_Otospe	KX434856.1_Otospe	p28_ND4L	0.031914893617021274	94	3	94
KX434856.1_Otospe	KX434856.1_Otospe	p29_ND4L	0.23404255319148937	94	22	94
KX434856.1_Otospe	KX434856.1_Otospe	p31_ND4	0.3094170403587444	446	138	446
KX434856.1_Otospe	KX434856.1_Otospe	p32_ND4	0.24663677130044842	446	110	446
KX434856.1_Otospe	KX434856.1_Otospe	p34_ND5	0.25760286225402507	559	144	559
KX434856.1_Otospe	KX434856.1_Otospe	p35_ND5	0.06810035842293907	558	38	558
KX434856.1_Otospe	KX434856.1_Otospe	p37_ND6	0.20359281437125748	167	34	167
KX434856.1_Otospe	KX434856.1_Otospe	p38_ND6	0.2275449101796407	167	38	167
KX434856.1_Otospe	KX434856.1_Otospe	p40_rrnl	0.21508379888268156	1074	231	1074
KX434856.1_Otospe	KX434856.1_Otospe	p41_rrns	0.2505694760820046	439	110	787
KX434857.1_Humnad2	KX434857.1_Humnad2	p1_ATP6	0.3495575221238938	226	79	226
KX434857.1_Humnad2	KX434857.1_Humnad2	p2_ATP6	0.37168141592920356	226	84	226
KX434857.1_Humnad2	KX434857.1_Humnad2	p4_ATP8	0.24528301886792453	53	13	53
KX434857.1_Humnad2	KX434857.1_Humnad2	p5_ATP8	0.2830188679245283	53	15	53
KX434857.1_Humnad2	KX434857.1_Humnad2	p7_COX1	0.44140625	512	226	512
KX434857.1_Humnad2	KX434857.1_Humnad2	p8_COX1	0.40234375	512	206	512
KX434857.1_Humnad2	KX434857.1_Humnad2	p10_COX2	0.4473684210526316	228	102	228
KX434857.1_Humnad2	KX434857.1_Humnad2	p11_COX2	0.35964912280701755	228	82	228
KX434857.1_Humnad2	KX434857.1_Humnad2	p13_COX3	0.42585551330798477	263	112	263
KX434857.1_Humnad2	KX434857.1_Humnad2	p14_COX3	0.38549618320610685	262	101	262
KX434857.1_Humnad2	KX434857.1_Humnad2	p16_CYTB	0.4417989417989418	378	167	378
KX434857.1_Humnad2	KX434857.1_Humnad2	p17_CYTB	0.3544973544973545	378	134	378
KX434857.1_Humnad2	KX434857.1_Humnad2	p19_ND1	0.21122112211221122	303	64	303
KX434857.1_Humnad2	KX434857.1_Humnad2	p20_ND1	0.3333333333333333	303	101	303
KX434857.1_Humnad2	KX434857.1_Humnad2	p22_ND2	0.3216374269005848	342	110	343
KX434857.1_Humnad2	KX434857.1_Humnad2	p23_ND2	0.3654970760233918	342	125	343
KX434857.1_Humnad2	KX434857.1_Humnad2	p25_ND3	0.3644067796610169	118	43	118
KX434857.1_Humnad2	KX434857.1_Humnad2	p26_ND3	0.3247863247863248	117	38	118
KX434857.1_Humnad2	KX434857.1_Humnad2	p28_ND4L	0.1595744680851064	94	15	94
KX434857.1_Humnad2	KX434857.1_Humnad2	p29_ND4L	0.2765957446808511	94	26	94
KX434857.1_Humnad2	KX434857.1_Humnad2	p31_ND4	0.33856502242152464	446	151	446
KX434857.1_Humnad2	KX434857.1_Humnad2	p32_ND4	0.3094170403587444	446	138	446
KX434857.1_Humnad2	KX434857.1_Humnad2	p34_ND5	0.31305903398926654	559	175	559
KX434857.1_Humnad2	KX434857.1_Humnad2	p35_ND5	0.18996415770609318	558	106	558
KX434857.1_Humnad2	KX434857.1_Humnad2	p37_ND6	0.31736526946107785	167	53	167
KX434857.1_Humnad2	KX434857.1_Humnad2	p38_ND6	0.25748502994011974	167	43	167
KX434857.1_Humnad2	KX434857.1_Humnad2	p40_rrnl	0.27306616961789376	1073	293	1074
KX434857.1_Humnad2	KX434857.1_Humnad2	p41_rrns	0.28856382978723405	752	217	787
KX434858.1_Neobol	KX434858.1_Neobol	p1_ATP6	0.2920353982300885	226	66	226
KX434858.1_Neobol	KX434858.1_Neobol	p2_ATP6	0.3584070796460177	226	81	226
KX434858.1_Neobol	KX434858.1_Neobol	p4_ATP8	0.11320754716981132	53	6	53
KX434858.1_Neobol	KX434858.1_Neobol	p5_ATP8	0.18867924528301888	53	10	53
KX434858.1_Neobol	KX434858.1_Neobol	p7_COX1	0.423828125	512	217	512
KX434858.1_Neobol	KX434858.1_Neobol	p8_COX1	0.404296875	512	207	512
KX434858.1_Neobol	KX434858.1_Neobol	p10_COX2	0.39035087719298245	228	89	228
KX434858.1_Neobol	KX434858.1_Neobol	p11_COX2	0.32894736842105265	228	75	228
KX434858.1_Neobol	KX434858.1_Neobol	p13_COX3	0.41825095057034223	263	110	263
KX434858.1_Neobol	KX434858.1_Neobol	p14_COX3	0.37786259541984735	262	99	262
KX434858.1_Neobol	KX434858.1_Neobol	p16_CYTB	0.42063492063492064	378	159	378
KX434858.1_Neobol	KX434858.1_Neobol	p17_CYTB	0.3439153439153439	378	130	378
KX434858.1_Neobol	KX434858.1_Neobol	p19_ND1	0.0858085808580858	303	26	303
KX434858.1_Neobol	KX434858.1_Neobol	p20_ND1	0.3234323432343234	303	98	303
KX434858.1_Neobol	KX434858.1_Neobol	p22_ND2	0.2309941520467836	342	79	343
KX434858.1_Neobol	KX434858.1_Neobol	p23_ND2	0.3304093567251462	342	113	343
KX434858.1_Neobol	KX434858.1_Neobol	p25_ND3	0.288135593220339	118	34	118
KX434858.1_Neobol	KX434858.1_Neobol	p26_ND3	0.3220338983050847	118	38	118
KX434858.1_Neobol	KX434858.1_Neobol	p28_ND4L	0.06382978723404255	94	6	94
KX434858.1_Neobol	KX434858.1_Neobol	p29_ND4L	0.26595744680851063	94	25	94
KX434858.1_Neobol	KX434858.1_Neobol	p31_ND4	0.32062780269058294	446	143	446
KX434858.1_Neobol	KX434858.1_Neobol	p32_ND4	0.26681614349775784	446	119	446
KX434858.1_Neobol	KX434858.1_Neobol	p34_ND5	0.26118067978533094	559	146	559
KX434858.1_Neobol	KX434858.1_Neobol	p35_ND5	0.07885304659498207	558	44	558
KX434858.1_Neobol	KX434858.1_Neobol	p37_ND6	0.2275449101796407	167	38	167
KX434858.1_Neobol	KX434858.1_Neobol	p38_ND6	0.24550898203592814	167	41	167
KX434858.1_Neobol	KX434858.1_Neobol	p40_rrnl	0.23370577281191807	1074	251	1074
KX434858.1_Neobol	KX434858.1_Neobol	p41_rrns	0.25133689839572193	748	188	787
KX434859.1_Heshof	KX434859.1_Heshof	p1_ATP6	0.3053097345132743	226	69	226
KX434859.1_Heshof	KX434859.1_Heshof	p2_ATP6	0.3407079646017699	226	77	226
KX434859.1_Heshof	KX434859.1_Heshof	p4_ATP8	0.11320754716981132	53	6	53
KX434859.1_Heshof	KX434859.1_Heshof	p5_ATP8	0.16981132075471697	53	9	53
KX434859.1_Heshof	KX434859.1_Heshof	p7_COX1	0.421875	512	216	512
KX434859.1_Heshof	KX434859.1_Heshof	p8_COX1	0.400390625	512	205	512
KX434859.1_Heshof	KX434859.1_Heshof	p10_COX2	0.37719298245614036	228	86	228
KX434859.1_Heshof	KX434859.1_Heshof	p11_COX2	0.34210526315789475	228	78	228
KX434859.1_Heshof	KX434859.1_Heshof	p13_COX3	0.34220532319391633	263	90	263
KX434859.1_Heshof	KX434859.1_Heshof	p14_COX3	0.3816793893129771	262	100	262
KX434859.1_Heshof	KX434859.1_Heshof	p16_CYTB	0.373015873015873	378	141	378
KX434859.1_Heshof	KX434859.1_Heshof	p17_CYTB	0.3439153439153439	378	130	378
KX434859.1_Heshof	KX434859.1_Heshof	p19_ND1	0.08250825082508251	303	25	303
KX434859.1_Heshof	KX434859.1_Heshof	p20_ND1	0.31353135313531355	303	95	303
KX434859.1_Heshof	KX434859.1_Heshof	p22_ND2	0.24489795918367346	343	84	343
KX434859.1_Heshof	KX434859.1_Heshof	p23_ND2	0.3206997084548105	343	110	343
KX434859.1_Heshof	KX434859.1_Heshof	p25_ND3	0.3135593220338983	118	37	118
KX434859.1_Heshof	KX434859.1_Heshof	p26_ND3	0.3050847457627119	118	36	118
KX434859.1_Heshof	KX434859.1_Heshof	p28_ND4L	0.11702127659574468	94	11	94
KX434859.1_Heshof	KX434859.1_Heshof	p29_ND4L	0.24468085106382978	94	23	94
KX434859.1_Heshof	KX434859.1_Heshof	p31_ND4	0.30493273542600896	446	136	446
KX434859.1_Heshof	KX434859.1_Heshof	p32_ND4	0.24887892376681614	446	111	446
KX434859.1_Heshof	KX434859.1_Heshof	p34_ND5	0.2558139534883721	559	143	559
KX434859.1_Heshof	KX434859.1_Heshof	p35_ND5	0.05017921146953405	558	28	558
KX434859.1_Heshof	KX434859.1_Heshof	p37_ND6	0.2215568862275449	167	37	167
KX434859.1_Heshof	KX434859.1_Heshof	p38_ND6	0.24550898203592814	167	41	167
KX434859.1_Heshof	KX434859.1_Heshof	p40_rrnl	0.2132216014897579	1074	229	1074
KX434859.1_Heshof	KX434859.1_Heshof	p41_rrns	0.22060766182298547	757	167	787
KX434860.1_Singra	KX434860.1_Singra	p1_ATP6	0.28761061946902655	226	65	226
KX434860.1_Singra	KX434860.1_Singra	p2_ATP6	0.3230088495575221	226	73	226
KX434860.1_Singra	KX434860.1_Singra	p4_ATP8	0.09433962264150944	53	5	53
KX434860.1_Singra	KX434860.1_Singra	p5_ATP8	0.24528301886792453	53	13	53
KX434860.1_Singra	KX434860.1_Singra	p7_COX1	0.408203125	512	209	512
KX434860.1_Singra	KX434860.1_Singra	p8_COX1	0.38671875	512	198	512
KX434860.1_Singra	KX434860.1_Singra	p10_COX2	0.3508771929824561	228	80	228
KX434860.1_Singra	KX434860.1_Singra	p11_COX2	0.30701754385964913	228	70	228
KX434860.1_Singra	KX434860.1_Singra	p13_COX3	0.3231939163498099	263	85	263
KX434860.1_Singra	KX434860.1_Singra	p14_COX3	0.3473282442748092	262	91	262
KX434860.1_Singra	KX434860.1_Singra	p16_CYTB	0.328042328042328	378	124	378
KX434860.1_Singra	KX434860.1_Singra	p17_CYTB	0.3201058201058201	378	121	378
KX434860.1_Singra	KX434860.1_Singra	p19_ND1	0.04950495049504951	303	15	303
KX434860.1_Singra	KX434860.1_Singra	p20_ND1	0.3201320132013201	303	97	303
KX434860.1_Singra	KX434860.1_Singra	p22_ND2	0.20527859237536658	341	70	343
KX434860.1_Singra	KX434860.1_Singra	p23_ND2	0.30498533724340177	341	104	343
KX434860.1_Singra	KX434860.1_Singra	p25_ND3	0.2627118644067797	118	31	118
KX434860.1_Singra	KX434860.1_Singra	p26_ND3	0.3220338983050847	118	38	118
KX434860.1_Singra	KX434860.1_Singra	p28_ND4L	0.07446808510638298	94	7	94
KX434860.1_Singra	KX434860.1_Singra	p29_ND4L	0.23404255319148937	94	22	94
KX434860.1_Singra	KX434860.1_Singra	p31_ND4	0.30493273542600896	446	136	446
KX434860.1_Singra	KX434860.1_Singra	p32_ND4	0.23318385650224216	446	104	446
KX434860.1_Singra	KX434860.1_Singra	p34_ND5	0.23971377459749552	559	134	559
KX434860.1_Singra	KX434860.1_Singra	p35_ND5	0.03942652329749104	558	22	558
KX434860.1_Singra	KX434860.1_Singra	p37_ND6	0.16167664670658682	167	27	167
KX434860.1_Singra	KX434860.1_Singra	p38_ND6	0.20958083832335328	167	35	167
KX434860.1_Singra	KX434860.1_Singra	p40_rrnl	0.20949720670391062	1074	225	1074
KX434860.1_Singra	KX434860.1_Singra	p41_rrns	0.20881971465629054	771	161	787
KX434861.1_Hymcor	KX434861.1_Hymcor	p1_ATP6	0.3274336283185841	226	74	226
KX434861.1_Hymcor	KX434861.1_Hymcor	p2_ATP6	0.3495575221238938	226	79	226
KX434861.1_Hymcor	KX434861.1_Hymcor	p4_ATP8	0.09433962264150944	53	5	53
KX434861.1_Hymcor	KX434861.1_Hymcor	p5_ATP8	0.3018867924528302	53	16	53
KX434861.1_Hymcor	KX434861.1_Hymcor	p7_COX1	0.427734375	512	219	512
KX434861.1_Hymcor	KX434861.1_Hymcor	p8_COX1	0.404296875	512	207	512
KX434861.1_Hymcor	KX434861.1_Hymcor	p10_COX2	0.4342105263157895	228	99	228
KX434861.1_Hymcor	KX434861.1_Hymcor	p11_COX2	0.33771929824561403	228	77	228
KX434861.1_Hymcor	KX434861.1_Hymcor	p13_COX3	0.39543726235741444	263	104	263
KX434861.1_Hymcor	KX434861.1_Hymcor	p14_COX3	0.3931297709923664	262	103	262
KX434861.1_Hymcor	KX434861.1_Hymcor	p16_CYTB	0.38095238095238093	378	144	378
KX434861.1_Hymcor	KX434861.1_Hymcor	p17_CYTB	0.3439153439153439	378	130	378
KX434861.1_Hymcor	KX434861.1_Hymcor	p19_ND1	0.0627062706270627	303	19	303
KX434861.1_Hymcor	KX434861.1_Hymcor	p20_ND1	0.33663366336633666	303	102	303
KX434861.1_Hymcor	KX434861.1_Hymcor	p22_ND2	0.2303206997084548	343	79	343
KX434861.1_Hymcor	KX434861.1_Hymcor	p23_ND2	0.3236151603498542	343	111	343
KX434861.1_Hymcor	KX434861.1_Hymcor	p25_ND3	0.2711864406779661	118	32	118
KX434861.1_Hymcor	KX434861.1_Hymcor	p26_ND3	0.3135593220338983	118	37	118
KX434861.1_Hymcor	KX434861.1_Hymcor	p28_ND4L	0.1276595744680851	94	12	94
KX434861.1_Hymcor	KX434861.1_Hymcor	p29_ND4L	0.2553191489361702	94	24	94
KX434861.1_Hymcor	KX434861.1_Hymcor	p31_ND4	0.30269058295964124	446	135	446
KX434861.1_Hymcor	KX434861.1_Hymcor	p32_ND4	0.25112107623318386	446	112	446
KX434861.1_Hymcor	KX434861.1_Hymcor	p34_ND5	0.26654740608228983	559	149	559
KX434861.1_Hymcor	KX434861.1_Hymcor	p35_ND5	0.10215053763440861	558	57	558
KX434861.1_Hymcor	KX434861.1_Hymcor	p37_ND6	0.20958083832335328	167	35	167
KX434861.1_Hymcor	KX434861.1_Hymcor	p38_ND6	0.2275449101796407	167	38	167
KX434861.1_Hymcor	KX434861.1_Hymcor	p40_rrnl	0.22532588454376165	1074	242	1074
KX434861.1_Hymcor	KX434861.1_Hymcor	p41_rrns	0.24934383202099739	762	190	787
KX434862.1_Tarala	KX434862.1_Tarala	p1_ATP6	0.2831858407079646	226	64	226
KX434862.1_Tarala	KX434862.1_Tarala	p2_ATP6	0.37168141592920356	226	84	226
KX434862.1_Tarala	KX434862.1_Tarala	p4_ATP8	0.1320754716981132	53	7	53
KX434862.1_Tarala	KX434862.1_Tarala	p5_ATP8	0.37735849056603776	53	20	53
KX434862.1_Tarala	KX434862.1_Tarala	p7_COX1	0.421875	512	216	512
KX434862.1_Tarala	KX434862.1_Tarala	p8_COX1	0.40625	512	208	512
KX434862.1_Tarala	KX434862.1_Tarala	p10_COX2	0.40789473684210525	228	93	228
KX434862.1_Tarala	KX434862.1_Tarala	p11_COX2	0.35526315789473684	228	81	228
KX434862.1_Tarala	KX434862.1_Tarala	p13_COX3	0.4068441064638783	263	107	263
KX434862.1_Tarala	KX434862.1_Tarala	p14_COX3	0.38549618320610685	262	101	262
KX434862.1_Tarala	KX434862.1_Tarala	p16_CYTB	0.4126984126984127	378	156	378
KX434862.1_Tarala	KX434862.1_Tarala	p17_CYTB	0.34656084656084657	378	131	378
KX434862.1_Tarala	KX434862.1_Tarala	p19_ND1	0.09570957095709572	303	29	303
KX434862.1_Tarala	KX434862.1_Tarala	p20_ND1	0.32673267326732675	303	99	303
KX434862.1_Tarala	KX434862.1_Tarala	p22_ND2	0.22740524781341107	343	78	343
KX434862.1_Tarala	KX434862.1_Tarala	p23_ND2	0.33819241982507287	343	116	343
KX434862.1_Tarala	KX434862.1_Tarala	p25_ND3	0.2966101694915254	118	35	118
KX434862.1_Tarala	KX434862.1_Tarala	p26_ND3	0.3220338983050847	118	38	118
KX434862.1_Tarala	KX434862.1_Tarala	p28_ND4L	0.0851063829787234	94	8	94
KX434862.1_Tarala	KX434862.1_Tarala	p29_ND4L	0.26595744680851063	94	25	94
KX434862.1_Tarala	KX434862.1_Tarala	p31_ND4	0.3094170403587444	446	138	446
KX434862.1_Tarala	KX434862.1_Tarala	p32_ND4	0.3004484304932735	446	134	446
KX434862.1_Tarala	KX434862.1_Tarala	p34_ND5	0.2737030411449016	559	153	559
KX434862.1_Tarala	KX434862.1_Tarala	p35_ND5	0.08422939068100359	558	47	558
KX434862.1_Tarala	KX434862.1_Tarala	p37_ND6	0.2215568862275449	167	37	167
KX434862.1_Tarala	KX434862.1_Tarala	p38_ND6	0.23952095808383234	167	40	167
KX434862.1_Tarala	KX434862.1_Tarala	p40_rrnl	0.2430167597765363	1074	261	1074
KX434862.1_Tarala	KX434862.1_Tarala	p41_rrns	0.2578947368421053	760	196	787
KX434863.1_Polgri	KX434863.1_Polgri	p1_ATP6	0.3008849557522124	226	68	226
KX434863.1_Polgri	KX434863.1_Polgri	p2_ATP6	0.36283185840707965	226	82	226
KX434863.1_Polgri	KX434863.1_Polgri	p4_ATP8	0.16981132075471697	53	9	53
KX434863.1_Polgri	KX434863.1_Polgri	p5_ATP8	0.37735849056603776	53	20	53
KX434863.1_Polgri	KX434863.1_Polgri	p7_COX1	0.431640625	512	221	512
KX434863.1_Polgri	KX434863.1_Polgri	p8_COX1	0.404296875	512	207	512
KX434863.1_Polgri	KX434863.1_Polgri	p10_COX2	0.39035087719298245	228	89	228
KX434863.1_Polgri	KX434863.1_Polgri	p11_COX2	0.36403508771929827	228	83	228
KX434863.1_Polgri	KX434863.1_Polgri	p13_COX3	0.39543726235741444	263	104	263
KX434863.1_Polgri	KX434863.1_Polgri	p14_COX3	0.38549618320610685	262	101	262
KX434863.1_Polgri	KX434863.1_Polgri	p16_CYTB	0.4126984126984127	378	156	378
KX434863.1_Polgri	KX434863.1_Polgri	p17_CYTB	0.3492063492063492	378	132	378
KX434863.1_Polgri	KX434863.1_Polgri	p19_ND1	0.09570957095709572	303	29	303
KX434863.1_Polgri	KX434863.1_Polgri	p20_ND1	0.33003300330033003	303	100	303
KX434863.1_Polgri	KX434863.1_Polgri	p22_ND2		0	0	343
KX434863.1_Polgri	KX434863.1_Polgri	p23_ND2		0	0	343
KX434863.1_Polgri	KX434863.1_Polgri	p25_ND3	0.2966101694915254	118	35	118
KX434863.1_Polgri	KX434863.1_Polgri	p26_ND3	0.3220338983050847	118	38	118
KX434863.1_Polgri	KX434863.1_Polgri	p28_ND4L	0.0851063829787234	94	8	94
KX434863.1_Polgri	KX434863.1_Polgri	p29_ND4L	0.26595744680851063	94	25	94
KX434863.1_Polgri	KX434863.1_Polgri	p31_ND4	0.31614349775784756	446	141	446
KX434863.1_Polgri	KX434863.1_Polgri	p32_ND4	0.28699551569506726	446	128	446
KX434863.1_Polgri	KX434863.1_Polgri	p34_ND5	0.27906976744186046	559	156	559
KX434863.1_Polgri	KX434863.1_Polgri	p35_ND5	0.08422939068100359	558	47	558
KX434863.1_Polgri	KX434863.1_Polgri	p37_ND6	0.18562874251497005	167	31	167
KX434863.1_Polgri	KX434863.1_Polgri	p38_ND6	0.23952095808383234	167	40	167
KX434863.1_Polgri	KX434863.1_Polgri	p40_rrnl	0.24487895716945995	1074	263	1074
KX434863.1_Polgri	KX434863.1_Polgri	p41_rrns	0.25041736227045075	599	150	787
KX434864.1_Idodia	KX434864.1_Idodia	p1_ATP6	0.2831858407079646	226	64	226
KX434864.1_Idodia	KX434864.1_Idodia	p2_ATP6	0.3407079646017699	226	77	226
KX434864.1_Idodia	KX434864.1_Idodia	p4_ATP8	0.17307692307692307	52	9	53
KX434864.1_Idodia	KX434864.1_Idodia	p5_ATP8	0.21153846153846154	52	11	53
KX434864.1_Idodia	KX434864.1_Idodia	p7_COX1	0.396484375	512	203	512
KX434864.1_Idodia	KX434864.1_Idodia	p8_COX1	0.40234375	512	206	512
KX434864.1_Idodia	KX434864.1_Idodia	p10_COX2	0.39473684210526316	228	90	228
KX434864.1_Idodia	KX434864.1_Idodia	p11_COX2	0.34649122807017546	228	79	228
KX434864.1_Idodia	KX434864.1_Idodia	p13_COX3	0.33840304182509506	263	89	263
KX434864.1_Idodia	KX434864.1_Idodia	p14_COX3	0.35877862595419846	262	94	262
KX434864.1_Idodia	KX434864.1_Idodia	p16_CYTB	0.34656084656084657	378	131	378
KX434864.1_Idodia	KX434864.1_Idodia	p17_CYTB	0.3412698412698413	378	129	378
KX434864.1_Idodia	KX434864.1_Idodia	p19_ND1	0.132013201320132	303	40	303
KX434864.1_Idodia	KX434864.1_Idodia	p20_ND1	0.3102310231023102	303	94	303
KX434864.1_Idodia	KX434864.1_Idodia	p22_ND2	0.25072886297376096	343	86	343
KX434864.1_Idodia	KX434864.1_Idodia	p23_ND2	0.3469387755102041	343	119	343
KX434864.1_Idodia	KX434864.1_Idodia	p25_ND3	0.2542372881355932	118	30	118
KX434864.1_Idodia	KX434864.1_Idodia	p26_ND3	0.3135593220338983	118	37	118
KX434864.1_Idodia	KX434864.1_Idodia	p28_ND4L	0.14893617021276595	94	14	94
KX434864.1_Idodia	KX434864.1_Idodia	p29_ND4L	0.2553191489361702	94	24	94
